Thermal comfort,Age,Sex,Thermal preference,Thermal sensation,Air temperature (C)
4.0,19.0,1.0,0.0,2.0,32.4
4.0,21.0,1.0,0.0,2.0,32.4
5.0,20.0,1.0,1.0,0.0,28.5
4.0,20.0,1.0,1.0,0.0,29.0
4.0,20.0,1.0,0.0,0.0,30.4
5.0,19.0,1.0,0.0,-2.0,29.3
5.0,19.0,1.0,0.0,-2.0,28.2
2.0,20.0,1.0,0.0,-1.0,30.3
5.0,20.0,1.0,0.0,-1.0,27.5
5.0,18.0,1.0,1.0,-1.0,27.8
5.0,20.0,1.0,0.0,0.0,28.1
5.0,18.0,1.0,1.0,-1.0,28.4
4.0,19.0,1.0,1.0,-1.0,27.8
4.0,20.0,1.0,1.0,-1.0,27.6
5.0,19.0,1.0,2.0,-1.0,27.4
4.0,19.0,1.0,1.0,-1.0,27.7
5.0,20.0,1.0,1.0,-1.0,27.9
5.0,18.0,1.0,1.0,-1.0,27.9
4.0,18.0,1.0,0.0,0.0,27.6
4.0,19.0,1.0,2.0,-1.0,27.1
5.0,19.0,1.0,2.0,-1.0,27.5
4.0,17.0,1.0,2.0,-1.0,27.5
6.0,19.0,1.0,1.0,-1.0,29.7
5.0,20.0,1.0,1.0,-2.0,27.9
5.0,19.0,1.0,1.0,-1.0,28.1
5.0,18.0,1.0,2.0,0.0,26.6
5.0,19.0,1.0,2.0,-1.0,27.4
4.0,19.0,1.0,0.0,-1.0,28.0
4.0,19.0,1.0,2.0,-1.0,28.3
5.0,19.0,1.0,2.0,-1.0,27.7
4.0,18.0,1.0,0.0,0.0,28.1
4.0,18.0,1.0,2.0,-1.0,28.2
5.0,19.0,1.0,1.0,-1.0,29.0
4.0,18.0,1.0,0.0,-1.0,29.2
5.0,19.0,1.0,2.0,-1.0,28.0
5.0,18.0,1.0,0.0,-1.0,28.0
5.0,19.0,1.0,0.0,-1.0,27.9
4.0,19.0,1.0,0.0,0.0,27.6
4.0,18.5,1.0,2.0,-2.0,28.3
4.0,19.0,1.0,1.0,0.0,28.4
4.0,19.0,1.0,1.0,-1.0,28.4
5.0,19.0,1.0,0.0,0.0,29.9
5.0,19.0,1.0,0.0,1.0,29.4
4.0,20.0,1.0,0.0,1.0,29.1
4.0,20.0,1.0,0.0,0.0,29.2
4.0,20.0,1.0,0.0,0.0,28.7
2.0,17.0,1.0,0.0,-1.0,28.7
4.0,21.0,1.0,2.0,-1.0,29.1
4.0,19.0,1.0,1.0,-1.0,29.5
4.0,19.0,1.0,0.0,1.0,28.8
5.0,21.0,1.0,1.0,0.0,28.9
5.0,20.0,1.0,0.0,0.0,29.1
5.0,21.0,1.0,0.0,-1.0,29.4
4.0,20.0,1.0,2.0,-2.0,28.6
4.0,19.0,1.0,0.0,0.0,29.1
5.0,20.0,1.0,0.0,-1.0,29.3
4.0,20.0,1.0,1.0,-1.0,29.3
5.0,21.0,1.0,2.0,-1.0,30.3
5.0,20.0,1.0,0.0,-1.0,29.6
5.0,21.0,1.0,1.0,0.0,28.6
5.0,20.0,1.0,0.0,-1.0,28.5
5.0,19.0,1.0,0.0,-1.0,30.6
4.0,19.0,1.0,2.0,-1.0,29.0
4.0,19.0,1.0,2.0,-1.0,28.6
4.0,18.0,1.0,0.0,-1.0,29.2
4.0,19.0,1.0,0.0,1.0,29.2
2.0,20.0,1.0,0.0,1.0,29.2
2.0,18.0,1.0,0.0,-1.0,29.0
4.0,20.0,1.0,0.0,-1.0,30.0
5.0,19.0,1.0,0.0,0.0,30.4
4.0,20.0,1.0,1.0,-1.0,29.8
5.0,21.0,1.0,1.0,-1.0,29.7
5.0,20.0,1.0,1.0,0.0,29.7
5.0,20.0,1.0,0.0,0.0,29.8
4.0,21.0,1.0,0.0,1.0,30.4
4.0,20.0,1.0,0.0,1.0,29.9
2.0,20.0,1.0,0.0,1.0,29.8
4.0,20.0,1.0,0.0,0.0,31.5
4.0,19.0,1.0,0.0,0.0,31.8
5.0,21.0,1.0,0.0,-1.0,31.2
5.0,20.0,1.0,0.0,1.0,31.0
2.0,20.0,1.0,0.0,-1.0,30.7
4.0,21.0,1.0,1.0,0.0,30.5
5.0,21.0,1.0,0.0,0.0,30.7
5.0,20.0,1.0,0.0,-1.0,29.9
2.0,21.0,1.0,0.0,0.0,29.7
4.0,19.0,1.0,0.0,-1.0,30.4
5.0,20.0,1.0,1.0,0.0,30.0
4.0,19.0,1.0,0.0,0.0,31.2
5.0,19.0,1.0,0.0,1.0,31.1
4.0,18.0,1.0,0.0,1.0,31.6
5.0,22.0,1.0,0.0,0.0,31.1
5.0,21.0,1.0,0.0,-1.0,30.8
5.0,20.0,1.0,0.0,-1.0,31.4
5.0,20.0,1.0,0.0,-1.0,30.8
4.0,20.0,1.0,0.0,1.0,30.2
4.0,19.0,1.0,0.0,1.0,30.3
5.0,20.0,1.0,0.0,1.0,30.4
5.0,21.0,1.0,1.0,-1.0,30.1
4.0,20.0,1.0,0.0,1.0,30.3
5.0,20.0,1.0,2.0,0.0,29.9
5.0,21.0,1.0,0.0,1.0,31.8
5.0,20.0,1.0,0.0,0.0,30.3
4.0,21.0,1.0,0.0,0.0,30.1
4.0,19.0,1.0,2.0,-1.0,28.2
4.0,20.0,1.0,1.0,-1.0,28.2
4.0,20.0,1.0,0.0,0.0,31.2
4.0,20.0,1.0,2.0,-1.0,31.9
5.0,21.0,1.0,0.0,0.0,30.7
2.0,22.0,1.0,0.0,1.0,30.4
1.0,19.0,1.0,1.0,0.0,30.8
5.0,19.0,1.0,0.0,0.0,31.4
5.0,21.0,1.0,0.0,0.0,31.5
5.0,19.0,1.0,0.0,0.0,30.9
4.0,19.0,1.0,0.0,1.0,31.7
4.0,20.0,1.0,0.0,1.0,30.2
5.0,21.0,1.0,0.0,0.0,30.4
5.0,21.0,1.0,0.0,0.0,32.4
5.0,19.0,1.0,0.0,1.0,31.5
4.0,20.0,1.0,0.0,1.0,33.4
4.0,21.0,1.0,1.0,1.0,33.5
4.0,20.0,1.0,0.0,1.0,34.0
4.0,19.0,1.0,0.0,1.0,33.3
5.0,22.0,1.0,0.0,0.0,33.9
4.0,21.0,1.0,0.0,0.0,33.7
5.0,21.0,1.0,0.0,1.0,33.7
5.0,21.0,1.0,0.0,1.0,33.7
5.0,18.0,1.0,0.0,0.0,32.2
5.0,19.0,1.0,0.0,0.0,32.4
5.0,18.0,1.0,0.0,1.0,31.9
4.0,20.0,1.0,0.0,0.0,30.8
5.0,18.0,1.0,0.0,0.0,31.2
5.0,20.0,1.0,1.0,-1.0,31.8
4.0,18.0,1.0,0.0,1.0,31.8
5.0,18.0,1.0,2.0,-1.0,31.9
4.0,19.0,1.0,1.0,-1.0,30.1
2.0,18.0,1.0,0.0,1.0,30.7
5.0,18.0,1.0,0.0,0.0,31.2
5.0,19.0,1.0,0.0,1.0,31.9
4.0,19.0,1.0,0.0,1.0,31.9
4.0,18.0,1.0,0.0,1.0,31.8
5.0,17.0,1.0,0.0,1.0,32.0
5.0,19.0,1.0,1.0,0.0,31.6
5.0,17.0,1.0,0.0,0.0,31.7
5.0,18.0,1.0,0.0,0.0,32.1
4.0,18.0,1.0,1.0,-1.0,31.6
5.0,19.0,1.0,1.0,-1.0,31.8
4.0,17.5,1.0,1.0,-1.0,32.0
4.0,17.0,1.0,1.0,0.0,32.1
4.0,17.0,1.0,0.0,0.0,31.9
2.0,18.0,1.0,0.0,1.0,32.1
4.0,19.0,1.0,1.0,0.0,32.1
5.0,18.0,1.0,0.0,0.0,31.5
5.0,19.0,1.0,0.0,1.0,32.1
4.0,18.0,1.0,2.0,0.0,31.7
6.0,19.0,1.0,1.0,0.0,31.7
6.0,19.0,1.0,1.0,-1.0,31.6
5.0,18.0,1.0,0.0,1.0,31.4
4.0,18.0,1.0,1.0,0.0,31.7
5.0,19.0,0.0,2.0,-1.0,31.6
5.0,20.0,0.0,0.0,0.0,31.0
5.0,23.0,0.0,1.0,0.0,31.1
5.0,19.0,0.0,1.0,-1.0,30.7
5.0,19.0,0.0,0.0,2.0,30.8
4.0,18.0,0.0,0.0,1.0,30.9
4.0,19.0,0.0,0.0,1.0,31.8
5.0,20.0,0.0,1.0,-1.0,32.4
4.0,20.0,0.0,0.0,2.0,32.1
4.0,18.0,0.0,0.0,2.0,32.1
4.0,19.0,0.0,0.0,2.0,32.8
4.0,18.0,0.0,0.0,1.0,32.8
4.0,19.0,0.0,0.0,-1.0,33.0
4.0,17.0,0.0,0.0,2.0,31.5
5.0,18.0,0.0,1.0,0.0,31.7
5.0,19.0,0.0,0.0,-1.0,31.8
4.0,18.0,0.0,1.0,0.0,32.1
4.0,19.0,0.0,0.0,1.0,32.0
5.0,19.0,0.0,1.0,0.0,31.1
4.0,18.0,0.0,1.0,1.0,30.1
5.0,18.0,0.0,0.0,-1.0,31.6
5.0,25.0,0.0,0.0,1.0,31.8
5.0,24.0,0.0,1.0,0.0,31.1
5.0,19.0,0.0,1.0,0.0,32.0
5.0,20.0,0.0,0.0,0.0,33.4
5.0,24.0,0.0,1.0,0.0,31.7
4.0,26.0,0.0,0.0,1.0,32.3
5.0,21.0,0.0,0.0,1.0,32.2
5.0,24.0,0.0,0.0,0.0,32.3
4.0,22.0,0.0,0.0,0.0,30.6
5.0,22.0,0.0,0.0,0.0,30.9
5.0,19.0,0.0,1.0,0.0,29.8
5.0,24.0,0.0,1.0,-1.0,29.6
4.0,25.0,0.0,0.0,0.0,30.0
4.0,22.0,0.0,0.0,0.0,30.8
4.0,18.0,0.0,0.0,1.0,31.7
4.0,19.0,0.0,0.0,1.0,31.7
4.0,22.0,0.0,2.0,-1.0,30.5
5.0,27.0,0.0,0.0,0.0,31.3
5.0,22.0,0.0,1.0,0.0,30.8
4.0,22.0,0.0,0.0,0.0,31.6
5.0,21.0,0.0,1.0,0.0,31.8
5.0,22.0,0.0,0.0,1.0,32.5
5.0,21.0,0.0,1.0,0.0,29.9
5.0,20.0,0.0,0.0,1.0,31.6
5.0,24.0,0.0,1.0,-1.0,30.9
5.0,23.0,0.0,0.0,1.0,31.4
4.0,24.0,0.0,0.0,1.0,32.6
5.0,22.0,0.0,0.0,1.0,31.5
5.0,25.0,0.0,0.0,1.0,31.8
5.0,22.0,0.0,0.0,1.0,31.6
4.0,21.0,0.0,0.0,1.0,31.8
5.0,19.0,0.0,0.0,0.0,31.8
5.0,19.0,0.0,2.0,0.0,31.8
4.0,22.0,0.0,0.0,1.0,32.8
5.0,20.0,0.0,0.0,1.0,32.5
4.0,20.0,0.0,0.0,1.0,32.6
4.0,20.0,0.0,0.0,1.0,32.0
5.0,25.0,0.0,1.0,0.0,30.7
5.0,24.0,0.0,1.0,-1.0,31.3
4.0,19.0,0.0,2.0,1.0,30.4
4.0,18.0,0.0,0.0,2.0,30.1
4.0,20.0,0.0,0.0,0.0,30.1
5.0,19.0,0.0,1.0,-1.0,29.7
5.0,19.0,0.0,2.0,-1.0,29.5
4.0,19.0,0.0,0.0,1.0,30.9
4.0,20.0,0.0,2.0,-1.0,29.0
5.0,20.0,0.0,0.0,0.0,28.9
4.0,19.0,0.0,0.0,0.0,27.9
4.0,18.0,0.0,0.0,-2.0,26.1
5.0,20.0,1.0,1.0,1.0,25.5
5.0,18.0,1.0,1.0,0.0,26.4
4.0,18.0,1.0,2.0,0.0,26.4
5.0,19.0,1.0,1.0,0.0,26.9
5.0,19.0,1.0,1.0,0.0,27.0
5.0,20.0,1.0,2.0,0.0,27.0
5.0,17.0,1.0,2.0,0.0,28.3
4.0,20.0,1.0,2.0,-1.0,27.1
5.0,18.0,1.0,2.0,-1.0,27.2
4.0,17.5,1.0,2.0,0.0,27.3
5.0,17.0,1.0,1.0,0.0,27.8
5.0,18.0,1.0,1.0,-1.0,27.9
5.0,19.0,1.0,0.0,-1.0,27.5
4.0,18.0,1.0,2.0,-1.0,27.6
4.0,18.0,1.0,2.0,-1.0,27.6
5.0,19.0,1.0,2.0,-1.0,27.6
5.0,18.0,1.0,2.0,-2.0,28.3
2.0,17.0,1.0,2.0,0.0,28.5
4.0,20.0,0.0,1.0,-1.0,28.0
2.0,20.0,0.0,2.0,-2.0,27.5
5.0,22.0,0.0,1.0,-1.0,28.4
5.0,21.0,0.0,1.0,-1.0,28.3
5.0,21.0,0.0,1.0,0.0,29.2
5.0,20.0,0.0,1.0,0.0,29.5
5.0,21.0,0.0,1.0,0.0,29.4
5.0,25.0,0.0,0.0,-1.0,30.4
5.0,23.0,0.0,1.0,0.0,29.9
5.0,21.0,0.0,0.0,1.0,31.2
4.0,21.0,0.0,0.0,-1.0,30.8
4.0,23.0,0.0,2.0,-1.0,28.5
4.0,26.0,0.0,1.0,0.0,29.9
5.0,24.0,0.0,2.0,-1.0,28.9
4.0,24.0,0.0,1.0,0.0,28.7
4.0,17.0,1.0,0.0,-1.0,29.5
5.0,18.0,1.0,2.0,0.0,29.3
4.0,17.0,1.0,1.0,-1.0,28.7
4.0,19.0,1.0,1.0,-1.0,29.1
4.0,19.0,1.0,2.0,-1.0,29.0
5.0,20.0,1.0,2.0,0.0,28.8
5.0,18.0,1.0,0.0,1.0,28.9
4.0,18.0,1.0,0.0,1.0,28.8
5.0,19.0,1.0,1.0,1.0,28.5
5.0,19.0,1.0,1.0,0.0,28.7
5.0,17.0,0.0,1.0,0.0,27.6
5.0,18.0,0.0,1.0,-1.0,28.4
5.0,18.0,0.0,1.0,-1.0,27.1
4.0,18.0,0.0,0.0,-1.0,28.2
4.0,18.0,0.0,2.0,0.0,28.2
5.0,18.0,0.0,2.0,-1.0,27.9
4.0,18.0,0.0,1.0,0.0,27.8
5.0,19.0,0.0,1.0,-1.0,31.9
5.0,17.0,0.0,2.0,-1.0,30.7
5.0,18.0,0.0,0.0,0.0,29.7
5.0,17.0,0.0,2.0,-1.0,29.1
6.0,18.0,0.0,1.0,0.0,28.8
5.0,18.0,0.0,2.0,-1.0,27.7
5.0,17.0,0.0,1.0,1.0,27.8
5.0,18.0,0.0,1.0,0.0,28.4
5.0,17.0,0.0,0.0,0.0,28.4
5.0,18.0,0.0,1.0,0.0,28.7
5.0,18.0,0.0,1.0,0.0,28.4
5.0,18.0,0.0,0.0,0.0,28.3
5.0,17.0,0.0,1.0,-1.0,28.2
5.0,18.0,0.0,0.0,0.0,28.6
5.0,18.0,0.0,2.0,-1.0,28.5
5.0,18.0,0.0,1.0,0.0,28.9
5.0,19.0,0.0,2.0,-1.0,28.8
2.0,19.0,0.0,0.0,1.0,28.1
4.0,19.0,0.0,1.0,0.0,28.5
4.0,18.0,0.0,2.0,0.0,28.3
5.0,19.0,0.0,0.0,0.0,29.0
5.0,19.0,0.0,1.0,-1.0,28.9
5.0,19.0,0.0,0.0,0.0,29.6
5.0,18.0,1.0,2.0,0.0,19.7
5.0,17.0,1.0,2.0,-1.0,19.9
5.0,20.0,1.0,2.0,-2.0,20.1
4.0,19.0,1.0,2.0,-2.0,20.0
4.0,18.0,1.0,2.0,-2.0,20.7
4.0,18.0,1.0,1.0,1.0,20.5
4.0,18.0,1.0,2.0,-2.0,20.5
4.0,18.0,1.0,1.0,0.0,20.5
4.0,18.0,0.0,2.0,-1.0,17.4
2.0,18.0,0.0,2.0,-2.0,19.1
5.0,18.0,0.0,2.0,-1.0,18.8
4.0,17.0,0.0,2.0,-2.0,19.4
5.0,19.0,0.0,1.0,-1.0,18.9
5.0,18.0,0.0,2.0,-1.0,19.2
4.0,22.0,0.0,2.0,-3.0,20.0
4.0,18.0,0.0,2.0,-2.0,19.3
5.0,19.0,0.0,2.0,-1.0,18.4
5.0,18.0,0.0,2.0,-2.0,19.1
4.0,18.0,0.0,2.0,-1.0,19.1
5.0,18.0,0.0,1.0,-2.0,19.1
5.0,19.0,0.0,2.0,-1.0,19.3
5.0,22.0,0.0,2.0,-2.0,19.5
4.0,21.0,0.0,2.0,-2.0,19.2
4.0,20.0,0.0,2.0,-1.0,20.5
5.0,21.0,0.0,2.0,-2.0,20.4
5.0,19.0,0.0,2.0,-2.0,15.6
4.0,18.0,0.0,2.0,-1.0,17.2
5.0,18.0,0.0,2.0,-1.0,16.4
4.0,20.0,0.0,2.0,-3.0,16.8
2.0,19.0,0.0,2.0,-3.0,16.4
5.0,25.0,0.0,1.0,-1.0,16.8
5.0,25.0,0.0,1.0,-3.0,17.4
5.0,19.0,0.0,1.0,-2.0,17.1
5.0,18.0,0.0,2.0,-1.0,16.8
5.0,20.0,0.0,2.0,-3.0,17.2
5.0,20.0,0.0,2.0,0.0,17.1
5.0,24.0,1.0,0.0,1.0,26.2
6.0,23.0,1.0,1.0,1.0,25.1
4.0,24.0,1.0,1.0,2.0,24.6
5.0,19.0,1.0,1.0,-2.0,24.9
5.0,20.0,1.0,1.0,-1.0,25.2
5.0,19.0,1.0,1.0,0.0,25.2
2.0,23.0,0.0,2.0,-3.0,18.6
4.0,20.0,0.0,2.0,-3.0,18.6
4.0,19.0,0.0,2.0,-1.0,19.6
2.0,28.0,0.0,2.0,-3.0,17.5
4.0,19.0,0.0,2.0,-2.0,14.7
5.0,19.0,0.0,2.0,-1.0,15.2
4.0,19.0,0.0,2.0,-2.0,15.5
4.0,18.0,0.0,2.0,-1.0,16.5
4.0,20.0,0.0,2.0,-2.0,16.8
5.0,20.0,0.0,1.0,0.0,17.4
4.0,20.0,0.0,2.0,-1.0,17.1
5.0,21.0,0.0,1.0,-1.0,17.0
5.0,21.0,0.0,2.0,-2.0,16.8
4.0,21.0,0.0,2.0,-1.0,17.7
5.0,24.0,1.0,1.0,0.0,17.4
4.0,23.0,1.0,1.0,-1.0,15.6
4.0,21.0,1.0,2.0,-1.0,18.0
5.0,23.0,1.0,2.0,-1.0,20.2
5.0,23.0,1.0,2.0,-2.0,18.4
5.0,26.0,1.0,1.0,-1.0,18.8
4.0,24.0,1.0,2.0,-2.0,18.7
4.0,24.0,1.0,0.0,1.0,18.6
5.0,24.0,1.0,2.0,-1.0,19.8
5.0,22.0,1.0,2.0,-1.0,19.5
5.0,22.0,1.0,1.0,-1.0,18.4
5.0,29.0,1.0,2.0,-1.0,19.6
4.0,20.0,0.0,2.0,-2.0,15.1
5.0,19.0,0.0,0.0,0.0,15.2
4.0,22.0,0.0,1.0,-1.0,17.6
4.0,21.0,0.0,2.0,-2.0,17.6
5.0,19.0,0.0,2.0,-1.0,19.9
5.0,20.0,0.0,1.0,-2.0,19.4
5.0,20.0,0.0,2.0,-1.0,18.7
5.0,20.0,0.0,2.0,-3.0,18.7
5.0,18.0,0.0,2.0,-2.0,21.6
5.0,21.0,0.0,1.0,0.0,21.3
4.0,20.0,0.0,2.0,-1.0,21.4
5.0,20.0,0.0,1.0,-1.0,21.2
4.0,19.0,0.0,2.0,-1.0,21.8
5.0,21.0,0.0,2.0,-1.0,23.3
5.0,20.0,0.0,2.0,0.0,22.5
5.0,20.0,0.0,2.0,-1.0,22.2
2.0,18.0,1.0,0.0,3.0,36.4
5.0,26.0,1.0,0.0,3.0,35.5
4.0,24.0,1.0,0.0,0.0,36.2
4.0,20.0,1.0,0.0,1.0,36.3
4.0,20.0,1.0,0.0,2.0,36.4
2.0,19.0,1.0,0.0,2.0,36.1
4.0,22.0,1.0,0.0,1.0,36.1
2.0,21.0,1.0,2.0,3.0,35.6
2.0,19.0,1.0,0.0,2.0,35.6
2.0,20.0,1.0,0.0,2.0,30.5
5.0,20.0,1.0,0.0,1.0,36.0
2.0,21.0,1.0,0.0,2.0,36.5
2.0,18.0,1.0,0.0,1.0,36.0
5.0,20.0,1.0,0.0,2.0,36.1
5.0,24.0,1.0,0.0,0.0,37.6
2.0,21.0,1.0,0.0,3.0,38.7
2.0,19.0,1.0,0.0,3.0,38.6
4.0,21.0,1.0,0.0,3.0,38.2
2.0,20.0,1.0,0.0,3.0,38.9
2.0,21.0,1.0,0.0,3.0,38.7
4.0,19.0,1.0,0.0,3.0,38.5
4.0,17.0,1.0,0.0,3.0,37.8
4.0,20.0,1.0,0.0,1.0,36.1
2.0,18.0,1.0,0.0,2.0,38.2
2.0,21.0,1.0,0.0,2.0,39.3
4.0,19.0,1.0,1.0,1.0,36.5
4.0,19.0,1.0,0.0,1.0,38.1
4.0,34.0,1.0,0.0,1.0,37.3
2.0,20.0,1.0,0.0,2.0,38.0
2.0,20.0,1.0,1.0,2.0,36.2
1.0,18.0,1.0,0.0,2.0,38.9
4.0,20.0,1.0,0.0,1.0,38.0
4.0,20.0,1.0,0.0,0.0,36.3
2.0,20.0,1.0,0.0,1.0,37.8
4.0,20.0,1.0,0.0,1.0,36.2
4.0,20.0,1.0,0.0,1.0,36.7
2.0,19.0,1.0,2.0,2.0,36.5
4.0,20.0,1.0,0.0,0.0,36.2
4.0,20.0,1.0,0.0,0.0,35.8
4.0,20.0,1.0,0.0,0.0,35.8
2.0,19.0,1.0,0.0,2.0,37.7
4.0,21.0,1.0,0.0,3.0,36.3
4.0,20.0,1.0,0.0,0.0,37.9
4.0,19.0,1.0,0.0,2.0,37.5
4.0,18.0,1.0,0.0,0.0,37.5
2.0,20.0,1.0,0.0,2.0,37.6
2.0,21.0,1.0,0.0,1.0,37.7
4.0,20.0,1.0,0.0,2.0,38.0
4.0,21.0,1.0,0.0,2.0,36.9
4.0,19.0,1.0,0.0,1.0,36.1
4.0,22.0,1.0,0.0,1.0,36.6
4.0,18.0,1.0,0.0,1.0,37.7
4.0,20.0,1.0,0.0,2.0,36.7
4.0,20.0,1.0,0.0,1.0,37.9
5.0,20.0,1.0,0.0,0.0,37.9
4.0,27.0,1.0,0.0,0.0,32.0
4.0,25.0,1.0,0.0,0.0,34.8
4.0,20.0,1.0,0.0,2.0,35.9
2.0,25.0,1.0,0.0,1.0,35.4
4.0,24.0,1.0,0.0,1.0,36.3
2.0,20.0,1.0,0.0,2.0,36.0
5.0,22.0,1.0,1.0,0.0,32.2
5.0,25.0,1.0,1.0,0.0,33.0
4.0,31.0,1.0,0.0,1.0,33.6
5.0,23.0,1.0,0.0,0.0,32.3
6.0,18.0,0.0,1.0,-1.0,21.8
5.0,19.0,0.0,1.0,-1.0,21.7
4.0,19.0,0.0,2.0,-2.0,18.2
5.0,21.0,0.0,2.0,-2.0,19.1
4.0,19.0,0.0,2.0,-1.0,18.7
4.0,19.0,0.0,1.0,-2.0,18.2
5.0,19.0,0.0,1.0,0.0,21.0
5.0,21.0,0.0,1.0,0.0,20.5
5.0,21.0,0.0,2.0,-1.0,21.2
4.0,19.0,0.0,2.0,-1.0,21.9
5.0,21.0,0.0,1.0,-1.0,22.3
4.0,22.0,0.0,0.0,2.0,23.5
5.0,20.0,0.0,0.0,1.0,26.2
5.0,21.0,0.0,2.0,-1.0,22.5
5.0,22.0,0.0,0.0,1.0,25.0
5.0,21.0,0.0,0.0,0.0,21.9
4.0,20.0,0.0,0.0,1.0,21.7
4.0,19.0,0.0,0.0,0.0,21.8
5.0,20.0,0.0,1.0,-1.0,23.2
5.0,19.0,0.0,1.0,0.0,23.1
5.0,20.0,0.0,2.0,-1.0,22.6
4.0,21.0,0.0,2.0,-1.0,22.3
4.0,21.0,0.0,2.0,-1.0,22.9
5.0,19.0,0.0,1.0,0.0,23.7
5.0,22.0,0.0,0.0,1.0,23.0
5.0,22.0,0.0,1.0,2.0,22.9
4.0,21.0,0.0,1.0,0.0,22.6
5.0,21.0,0.0,2.0,-1.0,23.5
5.0,22.0,0.0,1.0,-1.0,22.9
5.0,22.0,0.0,1.0,0.0,23.2
4.0,23.0,0.0,0.0,1.0,22.4
4.0,24.0,0.0,0.0,0.0,24.0
4.0,19.0,1.0,0.0,0.0,26.1
4.0,18.0,1.0,0.0,0.0,26.7
5.0,18.0,1.0,0.0,-1.0,27.4
4.0,19.0,1.0,0.0,1.0,26.8
5.0,19.0,1.0,2.0,-1.0,25.0
5.0,18.0,1.0,0.0,0.0,25.2
4.0,17.0,1.0,0.0,1.0,24.8
4.0,20.0,1.0,1.0,0.0,26.6
5.0,19.0,1.0,1.0,-1.0,25.4
4.0,19.0,1.0,0.0,0.0,24.7
5.0,20.0,1.0,0.0,1.0,25.5
5.0,19.0,1.0,1.0,0.0,26.1
4.0,18.0,1.0,0.0,1.0,26.9
2.0,18.0,1.0,0.0,2.0,26.8
5.0,19.0,1.0,0.0,1.0,28.0
2.0,18.0,1.0,0.0,3.0,26.7
2.0,19.0,1.0,0.0,3.0,29.4
2.0,19.0,1.0,0.0,3.0,29.3
2.0,18.0,1.0,0.0,2.0,28.7
2.0,18.0,1.0,2.0,2.0,28.9
4.0,20.0,1.0,0.0,1.0,28.4
5.0,19.0,1.0,2.0,2.0,26.8
5.0,19.0,1.0,0.0,2.0,28.5
4.0,20.0,1.0,0.0,0.0,25.4
5.0,18.0,1.0,0.0,0.0,25.8
4.0,19.0,1.0,0.0,0.0,25.5
5.0,18.0,1.0,0.0,0.0,27.0
4.0,19.0,1.0,0.0,0.0,27.5
4.0,18.0,0.0,1.0,1.0,25.2
4.0,20.0,0.0,0.0,3.0,25.5
4.0,21.0,0.0,0.0,2.0,26.0
4.0,21.0,0.0,0.0,1.0,27.9
5.0,22.0,0.0,0.0,1.0,27.1
5.0,19.0,0.0,0.0,0.0,27.0
5.0,24.0,0.0,1.0,-1.0,28.3
4.0,19.0,0.0,0.0,0.0,28.4
4.0,20.0,0.0,0.0,0.0,26.9
4.0,22.0,0.0,0.0,1.0,29.1
5.0,20.0,0.0,0.0,0.0,28.1
4.0,20.0,0.0,0.0,1.0,27.6
4.0,21.0,0.0,2.0,1.0,29.1
4.0,20.0,0.0,0.0,1.0,27.8
4.0,19.0,0.0,2.0,1.0,28.1
5.0,19.0,0.0,0.0,1.0,25.5
4.0,20.0,0.0,0.0,0.0,27.8
4.0,25.0,1.0,0.0,1.0,30.1
4.0,26.0,1.0,0.0,2.0,30.2
2.0,23.0,1.0,0.0,2.0,31.0
4.0,18.0,1.0,0.0,1.0,30.6
4.0,23.0,1.0,0.0,1.0,31.9
4.0,23.0,1.0,0.0,1.0,32.2
4.0,22.0,1.0,0.0,1.0,31.6
2.0,22.0,1.0,0.0,2.0,31.3
4.0,24.0,1.0,0.0,1.0,26.5
4.0,23.0,1.0,0.0,1.0,24.8
4.0,21.0,1.0,0.0,1.0,24.1
4.0,23.0,1.0,0.0,1.0,24.7
4.0,23.0,1.0,0.0,1.0,21.5
2.0,23.0,1.0,0.0,2.0,22.6
4.0,22.0,1.0,0.0,1.0,22.7
4.0,22.0,1.0,0.0,1.0,22.5
4.0,23.0,1.0,0.0,0.0,23.7
4.0,23.0,1.0,0.0,0.0,22.0
4.0,23.0,1.0,0.0,1.0,22.3
2.0,24.0,1.0,0.0,2.0,22.2
4.0,22.0,1.0,1.0,1.0,21.7
4.0,26.0,1.0,0.0,2.0,20.8
4.0,22.0,1.0,0.0,-1.0,21.2
5.0,26.0,0.0,0.0,0.0,25.7
5.0,24.0,0.0,0.0,0.0,25.6
4.0,19.0,0.0,0.0,1.0,28.0
5.0,20.0,0.0,1.0,-1.0,26.6
5.0,21.0,0.0,0.0,0.0,27.7
4.0,21.0,0.0,0.0,-1.0,27.8
4.0,19.0,0.0,0.0,2.0,28.1
4.0,20.0,0.0,0.0,1.0,29.1
2.0,20.0,0.0,0.0,3.0,26.9
5.0,19.0,0.0,1.0,1.0,28.4
4.0,22.0,0.0,0.0,1.0,28.4
5.0,19.0,0.0,0.0,-1.0,29.6
5.0,20.0,0.0,0.0,1.0,28.6
5.0,20.0,0.0,0.0,0.0,28.8
5.0,19.0,0.0,0.0,0.0,27.3
4.0,20.0,0.0,0.0,2.0,28.6
5.0,23.0,1.0,1.0,0.0,26.5
5.0,25.0,1.0,1.0,0.0,26.4
5.0,24.0,1.0,0.0,0.0,27.2
2.0,24.0,1.0,0.0,3.0,27.9
4.0,27.0,1.0,0.0,2.0,25.9
5.0,25.0,1.0,1.0,0.0,26.2
